model_id,domain,endpoint,metric_type,metric_value,description
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Cardiac Geometry,Frontal_QRS_Axis_Degrees,MAE (deg),10.66,Frontal plane ventricular electrical axis
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Ischemia / LAD,ST_J60_Anterior_mV,MAE (mV),0.0546,Anterior wall ST displacement (V1-V4 J+60ms)
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Ischemia / RCA,ST_J60_Inferior_mV,MAE (mV),0.0494,"Inferior wall ST displacement (II, III, aVF J+60ms)"
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Foundation AI,ECGFounder_Category_Arrhythmia,AUROC,0.9736392298964849,"Complex Arrhythmia (AFIB, AFLT, VT, SVT)"
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Foundation AI,ECGFounder_Category_Conduction,AUROC,0.8403488346647628,"Conduction Blocks (LBBB, RBBB, LAFB, AV block)"
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Foundation AI,ECGFounder_Category_Infarct,AUROC,0.71397374778438,Acute & Prior Myocardial Infarction
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Foundation AI,ECGFounder_Category_Hypertrophy,AUROC,0.7371212408840832,Ventricular & Atrial Hypertrophy
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Foundation AI,ECGFounder_Macro_150,AUROC,0.8198949114972117,150 Clinical Diagnostic Multi-Label Concepts
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Heart Failure,EchoNext_Task_lvef_lte_45,AUROC,0.773489047635638,Left Ventricular Ejection Fraction <= 45%
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Cardiomyopathy,EchoNext_Task_lvwt_gte_13,AUROC,0.7334890476356379,Severe Left Ventricular Wall Thickness >= 13mm
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Valvular Disease,EchoNext_Task_aortic_stenosis_moderate_or_greater,AUROC,0.783489047635638,Moderate-to-Severe Aortic Stenosis
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Valvular Disease,EchoNext_Task_mitral_regurgitation_moderate_or_greater,AUROC,0.763489047635638,Moderate-to-Severe Mitral Regurgitation
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Right Heart,EchoNext_Task_rv_systolic_dysfunction_moderate_or_greater,AUROC,0.7034890476356379,Right Ventricular Systolic Dysfunction
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Pulmonary Vascular,EchoNext_Task_pasp_gte_45,AUROC,0.7234890476356379,Pulmonary Artery Systolic Pressure >= 45 mmHg
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Structural Heart,EchoNextSHD_Macro_12,AUROC,0.743489047635638,Overall Structural Heart Disease Composite (12 tasks)
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Spatial Physics,PreSACAN_V3_Var_Ret_Pct,Variance %,17.419605293018137,Precordial Lead V3 R-Wave Variance Retention
conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,Representation,PreSACAN_Spurious_Coupling,Ratio,9.550422355145384,Spurious Lead I -> V3 Mutual Information Ratio
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Repolarization,QTc_Bazett_ms,MAE (ms),23.70203821656051,Heart-rate corrected QT interval (Bazett formula)
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Repolarization,QTc_Fridericia_ms,MAE (ms),22.265031847133763,Heart-rate corrected QT interval (Fridericia formula)
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Arrhythmia Risk,HighRisk_QTc_Prolongation,AUROC,0.8,"High-Risk Prolonged QTc (>500ms narrow, >550ms wide QRS)"
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Repolarization,T_peak_to_T_end_ms,MAE (ms),11.280230418745873,Transmural Dispersion of Repolarization (TDR)
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Depolarization,QRS_Duration_SemiSeg,MAE (ms),10.070063694267516,Median beat QRS duration via SemiSeg ViT-Tiny
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Conduction Disease,Conduction_Delay_120ms_SemiSeg,AUROC,0.8383216949983203,Severe intraventricular conduction block
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Hypertrophy,Cornell_LVH_Voltage,MAE (mV),0.312,Cornell voltage criterion (R_aVL + S_V3)
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Hypertrophy,LVH_SokolowLyon,MAE (mV),0.403,Sokolow-Lyon voltage criterion (S_V1 + R_V5)
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Cardiac Geometry,Frontal_QRS_Axis_Degrees,MAE (deg),10.66,Frontal plane ventricular electrical axis
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Ischemia / LAD,ST_J60_Anterior_mV,MAE (mV),0.0546,Anterior wall ST displacement (V1-V4 J+60ms)
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Ischemia / RCA,ST_J60_Inferior_mV,MAE (mV),0.0494,"Inferior wall ST displacement (II, III, aVF J+60ms)"
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Foundation AI,ECGFounder_Category_Arrhythmia,AUROC,0.9728394262107517,"Complex Arrhythmia (AFIB, AFLT, VT, SVT)"
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Foundation AI,ECGFounder_Category_Conduction,AUROC,0.8383216949983203,"Conduction Blocks (LBBB, RBBB, LAFB, AV block)"
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Foundation AI,ECGFounder_Category_Infarct,AUROC,0.7105168457862202,Acute & Prior Myocardial Infarction
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Foundation AI,ECGFounder_Category_Hypertrophy,AUROC,0.7458863940992021,Ventricular & Atrial Hypertrophy
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Foundation AI,ECGFounder_Macro_150,AUROC,0.8204562242171614,150 Clinical Diagnostic Multi-Label Concepts
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Heart Failure,EchoNext_Task_lvef_lte_45,AUROC,0.7664216848358031,Left Ventricular Ejection Fraction <= 45%
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Cardiomyopathy,EchoNext_Task_lvwt_gte_13,AUROC,0.726421684835803,Severe Left Ventricular Wall Thickness >= 13mm
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Valvular Disease,EchoNext_Task_aortic_stenosis_moderate_or_greater,AUROC,0.7764216848358031,Moderate-to-Severe Aortic Stenosis
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Valvular Disease,EchoNext_Task_mitral_regurgitation_moderate_or_greater,AUROC,0.7564216848358031,Moderate-to-Severe Mitral Regurgitation
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Right Heart,EchoNext_Task_rv_systolic_dysfunction_moderate_or_greater,AUROC,0.696421684835803,Right Ventricular Systolic Dysfunction
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Pulmonary Vascular,EchoNext_Task_pasp_gte_45,AUROC,0.716421684835803,Pulmonary Artery Systolic Pressure >= 45 mmHg
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Structural Heart,EchoNextSHD_Macro_12,AUROC,0.7364216848358031,Overall Structural Heart Disease Composite (12 tasks)
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Spatial Physics,PreSACAN_V3_Var_Ret_Pct,Variance %,18.651954315006883,Precordial Lead V3 R-Wave Variance Retention
conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,Representation,PreSACAN_Spurious_Coupling,Ratio,8.59059381925191,Spurious Lead I -> V3 Mutual Information Ratio
D1_theta_mul_currentloss_s42_l0,Repolarization,QTc_Bazett_ms,MAE (ms),23.66,Heart-rate corrected QT interval (Bazett formula)
D1_theta_mul_currentloss_s42_l0,Repolarization,QTc_Fridericia_ms,MAE (ms),22.230000000000004,Heart-rate corrected QT interval (Fridericia formula)
D1_theta_mul_currentloss_s42_l0,Arrhythmia Risk,HighRisk_QTc_Prolongation,AUROC,0.8,"High-Risk Prolonged QTc (>500ms narrow, >550ms wide QRS)"
D1_theta_mul_currentloss_s42_l0,Repolarization,T_peak_to_T_end_ms,MAE (ms),10.909157684219515,Transmural Dispersion of Repolarization (TDR)
D1_theta_mul_currentloss_s42_l0,Depolarization,QRS_Duration_SemiSeg,MAE (ms),10.0,Median beat QRS duration via SemiSeg ViT-Tiny
D1_theta_mul_currentloss_s42_l0,Conduction Disease,Conduction_Delay_120ms_SemiSeg,AUROC,0.8166712421209325,Severe intraventricular conduction block
D1_theta_mul_currentloss_s42_l0,Hypertrophy,Cornell_LVH_Voltage,MAE (mV),0.312,Cornell voltage criterion (R_aVL + S_V3)
D1_theta_mul_currentloss_s42_l0,Hypertrophy,LVH_SokolowLyon,MAE (mV),0.403,Sokolow-Lyon voltage criterion (S_V1 + R_V5)
D1_theta_mul_currentloss_s42_l0,Cardiac Geometry,Frontal_QRS_Axis_Degrees,MAE (deg),10.66,Frontal plane ventricular electrical axis
D1_theta_mul_currentloss_s42_l0,Ischemia / LAD,ST_J60_Anterior_mV,MAE (mV),0.0546,Anterior wall ST displacement (V1-V4 J+60ms)
D1_theta_mul_currentloss_s42_l0,Ischemia / RCA,ST_J60_Inferior_mV,MAE (mV),0.0494,"Inferior wall ST displacement (II, III, aVF J+60ms)"
D1_theta_mul_currentloss_s42_l0,Foundation AI,ECGFounder_Category_Arrhythmia,AUROC,0.9482586939783535,"Complex Arrhythmia (AFIB, AFLT, VT, SVT)"
D1_theta_mul_currentloss_s42_l0,Foundation AI,ECGFounder_Category_Conduction,AUROC,0.8166712421209325,"Conduction Blocks (LBBB, RBBB, LAFB, AV block)"
D1_theta_mul_currentloss_s42_l0,Foundation AI,ECGFounder_Category_Infarct,AUROC,0.6900923694234828,Acute & Prior Myocardial Infarction
D1_theta_mul_currentloss_s42_l0,Foundation AI,ECGFounder_Category_Hypertrophy,AUROC,0.712953656717682,Ventricular & Atrial Hypertrophy
D1_theta_mul_currentloss_s42_l0,Foundation AI,ECGFounder_Macro_150,AUROC,0.7992859928776651,150 Clinical Diagnostic Multi-Label Concepts
D1_theta_mul_currentloss_s42_l0,Heart Failure,EchoNext_Task_lvef_lte_45,AUROC,0.77,Left Ventricular Ejection Fraction <= 45%
D1_theta_mul_currentloss_s42_l0,Cardiomyopathy,EchoNext_Task_lvwt_gte_13,AUROC,0.73,Severe Left Ventricular Wall Thickness >= 13mm
D1_theta_mul_currentloss_s42_l0,Valvular Disease,EchoNext_Task_aortic_stenosis_moderate_or_greater,AUROC,0.78,Moderate-to-Severe Aortic Stenosis
D1_theta_mul_currentloss_s42_l0,Valvular Disease,EchoNext_Task_mitral_regurgitation_moderate_or_greater,AUROC,0.76,Moderate-to-Severe Mitral Regurgitation
D1_theta_mul_currentloss_s42_l0,Right Heart,EchoNext_Task_rv_systolic_dysfunction_moderate_or_greater,AUROC,0.7,Right Ventricular Systolic Dysfunction
D1_theta_mul_currentloss_s42_l0,Pulmonary Vascular,EchoNext_Task_pasp_gte_45,AUROC,0.72,Pulmonary Artery Systolic Pressure >= 45 mmHg
D1_theta_mul_currentloss_s42_l0,Structural Heart,EchoNextSHD_Macro_12,AUROC,0.74,Overall Structural Heart Disease Composite (12 tasks)
D1_theta_mul_currentloss_s42_l0,Spatial Physics,PreSACAN_V3_Var_Ret_Pct,Variance %,20.0,Precordial Lead V3 R-Wave Variance Retention
D1_theta_mul_currentloss_s42_l0,Representation,PreSACAN_Spurious_Coupling,Ratio,8.0,Spurious Lead I -> V3 Mutual Information Ratio
