model_id,dataset,clinical_endpoint,adjustment_tier,covariates,n_obs,n_events,odds_ratio,ci_low,ci_high,p_value,c_statistic,delta_c_statistic,wald_chi2
D1_theta_mul_currentloss_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,192.61841070023536,127.59707744859435,290.77352618544063,2.431414936601735e-138,0.9172461585640592,0.4172461585640592,626.8410851971036
D1_theta_mul_currentloss_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,184.1007456070755,121.47873601667966,279.004257407053,1.6940525504857001e-133,0.9565162643202598,0.2153140049443123,604.5739861962569
D1_theta_mul_currentloss_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,161.64752349906888,77.78438861556239,335.9275854506645,2.7892672065989308e-42,0.928809218950064,0.2678777208706785,185.67935604622642
D1_theta_mul_currentloss_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,110,165.34266229378883,77.64391987477231,352.0970607678,4.822951682524951e-40,0.9342029449423817,0.2556017925736237,175.42997006985345
D1_theta_mul_currentloss_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,19.695471108797577,15.03557053669816,25.79959179139112,7.915425927778157e-104,0.7945912973966163,0.29459129739661627,468.1953548461433
D1_theta_mul_currentloss_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,19.777542578201484,15.067122601793029,25.96057659914604,1.4356039164717661e-102,0.8400237430500871,0.22248744243205187,462.4118471000333
D1_theta_mul_currentloss_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,18.915902384787962,11.340721465928766,31.551022931460682,1.9886161873966235e-29,0.8471972318339099,0.24388408304498255,126.86488644026502
D1_theta_mul_currentloss_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,19.152596420376142,11.451160986493129,32.033603411433894,2.2969366139243223e-29,0.8493425605536332,0.2416176470588235,126.5788348335746
D1_theta_mul_currentloss_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,4.515866184656,3.62627057039598,5.623697129553316,2.396096576951518e-41,0.6382605673848487,0.1382605673848487,181.4011248865892
D1_theta_mul_currentloss_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,4.458372464522754,3.563225948368433,5.578395903160793,4.728435085359757e-39,0.7387150348861349,0.05385293215030362,170.8903071306039
D1_theta_mul_currentloss_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,7.711993142330704,4.911233967171266,12.109958235529076,7.135992148111332e-19,0.8063709916550176,0.11107581084706508,78.72573380924773
D1_theta_mul_currentloss_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,7.697362638876307,4.8937938016323645,12.107047006068319,1.027799561717998e-18,0.809392694257353,0.1089860352155434,78.0050019954
D1_theta_mul_currentloss_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,5.029730509156324,4.397451051257858,5.752921112675394,8.264364599449227e-123,0.6466520710268355,0.14665207102683553,555.4371043893607
D2_current_id_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,603.1020408163286,346.5305729221815,1049.6391950920356,1.5533409430887263e-113,0.9549024243576764,0.45490242435767636,512.8080493304067
D2_current_id_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,585.0282760199369,332.6633681424805,1028.8421164432796,1.945788882592177e-108,0.9745674583391153,0.23336519896316776,489.3782605239926
D2_current_id_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,462.9362633854074,180.59194050593842,1186.7084619437715,2.1431086651179555e-37,0.951352432778489,0.2904209346991036,163.3074996251021
D2_current_id_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,19.695471108797577,15.03557053669816,25.79959179139112,7.915425927778157e-104,0.7945912973966163,0.29459129739661627,468.1953548461433
D2_current_id_l1_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,19.777542578201484,15.067122601793029,25.96057659914604,1.4356039164717661e-102,0.8400237430500871,0.22248744243205187,462.4118471000333
D2_current_id_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,18.915902384787962,11.340721465928766,31.551022931460682,1.9886161873966235e-29,0.8471972318339099,0.24388408304498255,126.86488644026502
D2_current_id_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,19.152596420376142,11.451160986493129,32.033603411433894,2.2969366139243223e-29,0.8493425605536332,0.2416176470588235,126.5788348335746
D2_current_id_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,4.695223832386318,3.7691711760830935,5.848799591829008,2.6304806800597794e-43,0.6419804764010867,0.14198047640108669,190.37702469063893
D2_current_id_l1_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,4.641816260260179,3.709398302688978,5.808612727944736,4.741146774108472e-41,0.7414781702154546,0.05661606747962333,180.04367911716594
D2_current_id_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,7.711993142330704,4.911233967171266,12.109958235529076,7.135992148111332e-19,0.8063709916550176,0.11107581084706508,78.72573380924773
D2_current_id_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,7.697362638876307,4.8937938016323645,12.107047006068319,1.027799561717998e-18,0.809392694257353,0.1089860352155434,78.0050019954
D2_current_id_l1_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,4.913361254824668,4.29749667036935,5.61748400804169,4.6131175027949724e-120,0.6447732989828531,0.14477329898285307,542.8106036886807
D3_theta_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,201.52950819672023,132.8724669946405,305.6625920526495,1.4189613381583741e-137,0.9191289718537403,0.4191289718537403,623.3186287770365
D3_theta_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,193.07251594544005,126.758278259602,294.0793842052557,1.0166640434512248e-132,0.9575184897747306,0.21631623039878312,600.9959261665979
D3_theta_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,161.64752349906888,77.78438861556239,335.9275854506645,2.7892672065989308e-42,0.928809218950064,0.2678777208706785,185.67935604622642
D3_theta_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,110,165.34266229378883,77.64391987477231,352.0970607678,4.822951682524951e-40,0.9342029449423817,0.2556017925736237,175.42997006985345
D3_theta_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,36.37671705932031,26.87940001848743,49.2297277135544,6.907578777330637e-120,0.8437626768797575,0.3437626768797575,542.0046535233728
D3_theta_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,36.14345775918967,26.66668805724408,48.98806840902219,2.6707435723954666e-118,0.8739947980051066,0.2564584973870714,534.7083409216417
D3_theta_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,34.67689849050819,19.65361357104268,61.184030334896505,1.888835524761149e-34,0.8806574394463668,0.2773442906574394,149.82965083285958
D3_theta_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,35.177252950354955,19.892845177710836,62.205235806075585,1.8556930567680187e-34,0.8824221453287197,0.2746972318339099,149.8648236871571
D3_theta_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,5.011178303096946,4.022278223617841,6.243205116438381,7.970361650073372e-47,0.6481803247614835,0.14818032476148346,206.5000847968863
D3_theta_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,4.94524578085736,3.9538802128764785,6.185178739974012,1.4909167820287799e-44,0.7457289306700124,0.06086682793418119,196.0884844303595
D3_theta_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,8.310356028999484,5.288845299272945,13.05805207390392,4.1509407367780543e-20,0.810804704819192,0.11550952401123948,84.34716316615473
D3_theta_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,8.299478682972364,5.272738352930971,13.063676177070956,6.064316147919749e-20,0.814024088900185,0.11361742985837531,83.59771367247362
D3_theta_mul_l1_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,4.584009191673424,4.0141608893973375,5.23475287820395,6.379682633641918e-112,0.6391369828509057,0.1391369828509057,505.39196917886306
D4_learned12_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,376.85131195335356,231.96904337147654,612.2235504223601,7.299641048544477e-127,0.9417227313299104,0.44172273132991036,574.0731548948398
D4_learned12_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,359.5070679888832,219.7469776419972,588.1552197933967,2.064927649792301e-121,0.9682028984017501,0.2270006390258026,549.0120725233925
D4_learned12_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,273.6850914952264,120.53150695576745,621.4435644137302,5.081143801436854e-41,0.940252880921895,0.2793213828425095,179.90592156106314
D4_learned12_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,110,287.7159755594706,122.50659064799129,675.7226868715836,1.262409186222892e-38,0.9459507042253521,0.26734955185659415,168.9376423945371
D4_learned12_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,22.954668794892196,17.39883128719094,30.284609970964826,7.861400253113663e-109,0.8077036652587873,0.30770366525878734,491.18716159936287
D4_learned12_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,22.921665131771075,17.341474832228666,30.29746532495627,2.6009986681166567e-107,0.8483017455317727,0.23076544491373752,484.20322216257773
D4_learned12_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,22.454572747649774,13.227076837571762,38.11937009750212,1.0051956475148761e-30,0.8554152249134948,0.25210207612456736,132.78960465971537
D4_learned12_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,22.743109492685182,13.361592089211713,38.711631513874686,1.133531468740804e-30,0.8571972318339102,0.24947231833910044,132.55106499916064
D4_learned12_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,4.3437083771468705,3.489620287977497,5.40683538856637,1.7322666107772168e-39,0.6345406583686106,0.13454065836861062,172.88714848095492
D4_learned12_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,4.2876547064893185,3.428151214873247,5.362652266422774,2.9715746443887263e-37,0.7359361037648142,0.05107400102898296,162.65776949952627
D4_learned12_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,7.423583416975289,4.739017070223861,11.628907415222129,2.0567407002803726e-18,0.8056791064797164,0.11038392567176392,76.63488650469478
D4_learned12_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,7.407413865419777,4.720982332832183,11.622534528888188,2.9613072666333973e-18,0.8086725688708152,0.10826590982900552,75.91507446705967
D4_learned12_mul_l1_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,4.057508060424541,3.5598318214426894,4.624761080352957,1.0377806238512403e-97,0.6289916138134004,0.1289916138134004,440.0842712143754
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,376.85131195335356,231.96904337147654,612.2235504223601,7.299641048544477e-127,0.9417227313299104,0.44172273132991036,574.0731548948398
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,359.5070679888832,219.7469776419972,588.1552197933967,2.064927649792301e-121,0.9682028984017501,0.2270006390258026,549.0120725233925
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,273.6850914952264,120.53150695576745,621.4435644137302,5.081143801436854e-41,0.940252880921895,0.2793213828425095,179.90592156106314
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,110,287.7159755594706,122.50659064799129,675.7226868715836,1.262409186222892e-38,0.9459507042253521,0.26734955185659415,168.9376423945371
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,39.867047240837366,29.302227925231435,54.240976479968616,9.93751548074627e-122,0.8503188608108431,0.35031886081084307,550.4721526503041
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,39.67767731067093,29.1114402628753,54.079017133940916,4.6643345144940724e-120,0.8808716324241773,0.2633353318061421,542.7885615630626
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,41.94276590544875,23.165262094231494,75.9411054640017,5.812633884684978e-35,0.8923010380622837,0.2889878892733563,152.1713650662837
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,42.586608551844826,23.46873998092862,77.27808265044744,5.518372880055278e-35,0.8941522491349481,0.28642733564013834,152.27459704589037
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,4.882154882154891,3.922458377712916,6.0766575443552995,9.267647544964532e-46,0.6457003854173248,0.14570038541732477,201.61701705216453
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,4.826560747889681,3.8614374343328155,6.032905893008326,1.6902890531151243e-43,0.7444331115905009,0.059571008854669594,191.2569943010706
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,7.94052053157506,5.076896613296323,12.419371737299732,1.0904804907174051e-19,0.8081783651741715,0.11288318436621902,82.43780430307483
D5_permuted_theta_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,7.9258537582814395,5.059251144894403,12.416690928865755,1.5894091558187554e-19,0.8112706683045987,0.11086400926278905,81.69318127454862
D5_permuted_theta_mul_l1_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,4.6906273830907566,4.1059546812824905,5.358555306832696,1.2846016200015372e-114,0.6410157548948882,0.14101575489488816,517.7835198203655
D6_theta_add_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,455.14086956521885,273.1391841063357,758.4163064203078,4.750879016792856e-122,0.9473711711989529,0.44737117119895287,551.9454641478926
D6_theta_add_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,434.83858156133084,259.2516561837967,729.3476724415542,2.74100434943528e-117,0.9702082059136441,0.22900594653769657,530.0599346369448
D6_theta_add_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,318.3132595957176,136.57917514016842,741.8651571915312,1.1902360407262737e-40,0.9412291933418694,0.28029769526248394,178.21287340459764
D6_theta_add_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,110,341.23749961824143,140.64718483553983,827.9087226798554,4.616277359422731e-38,0.948735595390525,0.27013444302176703,166.3597081577621
D6_theta_add_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,33.2840008567144,24.71815494524919,44.818260727129555,5.936529297196314e-118,0.837206492948672,0.337206492948672,533.1137809164601
D6_theta_add_l1_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,33.334437381702955,24.709010697089273,44.97082983923647,1.3479109349690094e-116,0.8711499570477486,0.25361365642971334,526.88029552946
D6_theta_add_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,31.980543817299537,18.227852520656608,56.109472121918074,1.3311757856532028e-33,0.8763840830449827,0.27307093425605533,145.95016684017043
D6_theta_add_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,32.45759224160664,18.45361232701064,57.0888385132269,1.3645261866261908e-33,0.8788408304498271,0.27111591695501736,145.90100993414913
D6_theta_add_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,5.011178303096946,4.022278223617841,6.243205116438381,7.970361650073372e-47,0.6481803247614835,0.14818032476148346,206.5000847968863
D6_theta_add_l1_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,4.94524578085736,3.9538802128764785,6.185178739974012,1.4909167820287799e-44,0.7457289306700124,0.06086682793418119,196.0884844303595
D6_theta_add_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,8.310356028999484,5.288845299272945,13.05805207390392,4.1509407367780543e-20,0.810804704819192,0.11550952401123948,84.34716316615473
D6_theta_add_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,8.299478682972364,5.272738352930971,13.063676177070956,6.064316147919749e-20,0.814024088900185,0.11361742985837531,83.59771367247362
D6_theta_add_l1_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,4.243341543236954,3.7203901424791628,4.839800871142488,6.687070286418826e-103,0.6327491579013652,0.1327491579013652,463.93655897976095
D7_learned12_add_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,521.4130434782587,307.06237686482353,885.3952238796912,1.1630351233900848e-118,0.9511367977783144,0.4511367977783144,536.3679012234079
D7_learned12_add_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,503.0659046366284,293.8436903915689,861.2582562879855,7.621718946097274e-114,0.9726238262398044,0.23142156686385684,514.2292748297351
D7_learned12_add_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,375.4513805875727,155.88346487377046,904.2892349054622,6.882315244293645e-40,0.9478553137003841,0.28692381562099867,174.72282627689466
D7_learned12_add_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,110,405.046726650895,160.96047367324232,1019.2741548689805,3.0493558173790258e-37,0.9552016645326504,0.2766005121638925,162.606404832749
D7_learned12_add_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,31.868270490108078,23.69587452541787,42.859218508323174,4.919911121534937e-116,0.8339284009831294,0.33392840098312937,524.295725430911
D7_learned12_add_l1_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,31.887620494022627,23.666339559713336,42.96483358591379,1.1660996120191698e-114,0.8701246211850049,0.25258832056696967,517.9767164587336
D7_learned12_add_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,29.322979574851754,16.873090895513663,50.959076583638435,4.440631108038508e-33,0.8699826989619377,0.2666695501730103,143.55701109346947
D7_learned12_add_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,29.760621081179067,17.080013007849082,51.85561432128307,4.680683699102651e-33,0.8725432525951557,0.264818339100346,143.45243464376048
D7_learned12_add_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,4.882154882154891,3.922458377712916,6.0766575443552995,9.267647544964532e-46,0.6457003854173248,0.14570038541732477,201.61701705216453
D7_learned12_add_l1_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,4.826560747889681,3.8614374343328155,6.032905893008326,1.6902890531151243e-43,0.7444331115905009,0.059571008854669594,191.2569943010706
D7_learned12_add_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,7.94052053157506,5.076896613296323,12.419371737299732,1.0904804907174051e-19,0.8081783651741715,0.11288318436621902,82.43780430307483
D7_learned12_add_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,7.9258537582814395,5.059251144894403,12.416690928865755,1.5894091558187554e-19,0.8112706683045987,0.11086400926278905,81.69318127454862
D7_learned12_add_l1_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,4.480398061516053,3.9248892508236577,5.114530756612861,3.033962133228834e-109,0.6372582108069234,0.13725821080692335,493.0875063979514
D8_random12_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,201.52950819672023,132.8724669946405,305.6625920526495,1.4189613381583741e-137,0.9191289718537403,0.4191289718537403,623.3186287770365
D8_random12_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,309,193.07251594544005,126.758278259602,294.0793842052557,1.0166640434512248e-132,0.9575184897747306,0.21631623039878312,600.9959261665979
D8_random12_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,110,161.64752349906888,77.78438861556239,335.9275854506645,2.7892672065989308e-42,0.928809218950064,0.2678777208706785,185.67935604622642
D8_random12_mul_l1_s42_l0,PTB-XL,Complex Arrhythmia (AF/AFL),Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,110,165.34266229378883,77.64391987477231,352.0970607678,4.822951682524951e-40,0.9342029449423817,0.2556017925736237,175.42997006985345
D8_random12_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 1 (Unadjusted),None,2198,366,29.26694997102556,21.85473917344899,39.193071754758286,1.0939587328122485e-113,0.8273722170520438,0.3273722170520438,513.5079009344084
D8_random12_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,366,29.2073980552934,21.775642514068714,39.17551918889225,2.3887458549834646e-112,0.8661321497601834,0.24859584914214816,507.35281172823227
D8_random12_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,100,26.55766810599153,15.448348463989781,45.65599597083677,1.8467547205084768e-32,0.8656574394463667,0.26234429065743936,140.72621921908282
D8_random12_mul_l1_s42_l0,PTB-XL,Severe Conduction Defect,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,100,26.951731988535748,15.635735388768977,46.45741560090775,1.965022037526444e-32,0.8675778546712803,0.2598529411764706,140.60293647608574
D8_random12_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 1 (Unadjusted),None,2198,532,5.21162779785087,4.180472955375946,6.4971271416559935,9.085839924841482e-49,0.6519002337777215,0.15190023377772155,215.4066152370465
D8_random12_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,"Model 2 (+ Age, Sex)","age_clean, sex_clean",2198,532,5.1491774261024865,4.11392363944443,6.44494902901602,1.88285392123204e-46,0.7498787108828495,0.06501660814701826,204.78903844203603
D8_random12_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 3 (+ BMI),"age_clean, sex_clean, bmi_clean",678,129,8.98382651272107,5.700145772495273,14.159135929490294,3.121293830052306e-21,0.8166786687564423,0.12138348794848985,89.46488736782955
D8_random12_mul_l1_s42_l0,PTB-XL,Myocardial Infarction,Model 4 (+ Full Comorbidities),"age_clean, sex_clean, bmi_clean, pacemaker_flag",678,129,8.97803880272825,5.685928373114105,14.176256796416123,4.621516762902428e-21,0.8197286115700145,0.11932195252820488,88.68846748502486
D8_random12_mul_l1_s42_l0,EchoNext,Structural Heart Disease (Moderate/Severe),Model 1 (Unadjusted),None,5442,2318,4.8451697089331,4.238886501858491,5.538168926691061,2.0159614264648437e-118,0.6436460357564636,0.14364603575646362,535.2698167176533
factorial_ecg_aim_1100013_s42,PTB-XL,Complex Arrhythmia (AF/AFL),Model 1 (Unadjusted),None,2198,309,603.1020408163286,346.5305729221815,1049.6391950920356,1.5533409430887263e-113,0.9549024243576764,0.45490242435767636,512.8080493304067
