record_id,native_label_length,native_lead_min_length,native_lead_max_length,corrected_length,duration_seconds,active_signal_duration_seconds,annotation_coverage_duration_seconds,tail_padding_seconds,n_qrs,median_rr_ms,median_qrs_duration_ms,unlabeled_fraction,p_fraction,qrs_fraction,t_fraction,beat_ids_monotonic,qrs_ids_contiguous,one_qrs_occurrence_per_beat,signal_label_lengths_match_native
877229,20000,20000,20000,5000,10.0,10.0,3.412,0.0,6,503.0,143.0,0.7668,0.0296,0.086,0.1176,True,True,True,True
877489,20000,20000,20000,5000,10.0,10.0,3.254,0.0,4,587.0,129.0,0.8162,0.0264,0.0516,0.1058,True,True,True,True
879425,20000,20000,20000,5000,10.0,10.0,2.834,0.0,4,920.0,134.0,0.8544,0.0222,0.0524,0.071,True,True,True,True
880464,20000,20000,20000,5000,10.0,10.0,2.886,0.0,5,619.0,144.0,0.8062,0.023,0.0656,0.1052,True,True,True,True
880806,20000,20000,20000,5000,10.0,10.0,2.696,0.0,3,1016.0,84.0,0.8648,0.0224,0.0282,0.0846,True,True,True,True
881401,20000,20000,20000,5000,10.0,10.0,2.544,0.0,3,980.5,104.0,0.8764,0.0226,0.0332,0.0678,True,True,True,True
882311,20000,20000,20000,5000,10.0,10.0,2.208,0.0,4,447.0,113.0,0.8628,0.0156,0.0448,0.0768,True,True,True,True
882325,20000,20000,20000,5000,10.0,10.0,3.5,0.0,7,423.5,106.0,0.7552,0.0256,0.0776,0.1416,True,True,True,True
883440,20000,20000,20000,5000,10.0,10.0,1.82,0.0,3,714.0,104.0,0.8956,0.0,0.0346,0.0698,True,True,True,True
885079,20000,20000,20000,5000,10.0,10.0,1.956,0.0,3,695.0,106.0,0.8862,0.022,0.0318,0.06,True,True,True,True
885118,20000,20000,20000,5000,10.0,10.0,2.0,0.0,3,710.5,124.0,0.8818,0.022,0.0374,0.0588,True,True,True,True
886784,20000,20000,20000,5000,10.0,10.0,4.22,0.0,10,354.0,126.0,0.6702,0.0106,0.1174,0.2018,True,True,True,True
887779,20000,20000,20000,5000,10.0,10.0,2.234,0.0,3,808.5,120.0,0.8612,0.0244,0.036,0.0784,True,True,True,True
887948,20000,20000,20000,5000,10.0,10.0,1.58,0.0,3,613.0,100.0,0.9046,0.0,0.0334,0.062,True,True,True,True
888019,20000,20000,20000,5000,10.0,10.0,2.432,0.0,4,425.0,116.0,0.847,0.0216,0.0474,0.084,True,True,True,True
888241,20000,20000,20000,5000,10.0,10.0,2.05,0.0,3,741.5,102.0,0.878,0.0186,0.0366,0.0668,True,True,True,True
891363,20000,20000,20000,5000,10.0,10.0,3.27,0.0,4,818.0,164.0,0.7996,0.0504,0.065,0.085,True,True,True,True
893197,20000,20000,20000,5000,10.0,10.0,1.512,0.0,3,514.5,94.0,0.883,0.0258,0.0316,0.0596,True,True,True,True
893481,20000,20000,20000,5000,10.0,10.0,2.286,0.0,3,882.0,100.0,0.8746,0.0232,0.0332,0.069,True,True,True,True
893994,20000,20000,20000,5000,10.0,10.0,1.676,0.0,3,554.5,136.0,0.8866,0.019,0.0408,0.0536,True,True,True,True
896260,20000,20000,20000,5000,10.0,10.0,1.978,0.0,3,791.5,96.0,0.8988,0.0182,0.0302,0.0528,True,True,True,True
897211,20000,20000,20000,5000,10.0,10.0,1.596,0.0,3,516.5,106.0,0.8918,0.0172,0.0336,0.0574,True,True,True,True
898142,20000,20000,20000,5000,10.0,10.0,1.968,0.0,3,700.5,100.0,0.8704,0.0208,0.037,0.0718,True,True,True,True
898498,20000,20000,20000,5000,10.0,10.0,1.992,0.0,3,739.5,92.0,0.8854,0.0232,0.031,0.0604,True,True,True,True
899182,20000,20000,20000,5000,10.0,10.0,2.042,0.0,3,770.5,108.0,0.885,0.016,0.0362,0.0628,True,True,True,True
899270,20000,20000,20000,5000,10.0,10.0,2.144,0.0,3,806.0,106.0,0.8846,0.021,0.0362,0.0582,True,True,True,True
899822,20000,20000,20000,5000,10.0,10.0,2.33,0.0,3,875.5,106.0,0.8714,0.0254,0.0342,0.069,True,True,True,True
901632,20000,20000,20000,5000,10.0,10.0,1.658,0.0,3,563.0,86.0,0.8806,0.0228,0.0304,0.0662,True,True,True,True
902131,20000,20000,20000,5000,10.0,10.0,1.978,0.0,3,737.5,106.0,0.8864,0.0202,0.0336,0.0598,True,True,True,True
902441,20000,20000,20000,5000,10.0,10.0,1.476,0.0,3,570.5,78.0,0.9126,0.0,0.0274,0.06,True,True,True,True
903690,20000,20000,20000,5000,10.0,10.0,2.264,0.0,3,852.0,80.0,0.8734,0.0212,0.0328,0.0726,True,True,True,True
904933,20000,20000,20000,5000,10.0,10.0,1.884,0.0,3,662.0,90.0,0.8868,0.0218,0.0306,0.0608,True,True,True,True
905245,20000,20000,20000,5000,10.0,10.0,1.792,0.0,3,622.5,144.0,0.8786,0.0232,0.0426,0.0556,True,True,True,True
906279,20000,20000,20000,5000,10.0,10.0,2.292,0.0,3,870.0,108.0,0.879,0.025,0.036,0.06,True,True,True,True
906321,20000,20000,20000,5000,10.0,10.0,2.056,0.0,3,850.5,94.0,0.8882,0.0,0.031,0.0808,True,True,True,True
907714,20000,20000,20000,5000,10.0,10.0,1.886,0.0,3,645.0,104.0,0.8734,0.021,0.036,0.0696,True,True,True,True
907716,20000,20000,20000,5000,10.0,10.0,2.036,0.0,6,357.0,113.0,0.8356,0.0098,0.0644,0.0902,True,True,True,True
909086,20000,20000,20000,5000,10.0,10.0,2.254,0.0,4,666.0,121.0,0.858,0.0086,0.0498,0.0836,True,True,True,True
909279,20000,20000,20000,5000,10.0,10.0,1.876,0.0,3,683.0,88.0,0.8912,0.0192,0.0286,0.061,True,True,True,True
910370,20000,20000,20000,5000,10.0,10.0,2.272,0.0,3,849.5,108.0,0.8802,0.023,0.0344,0.0624,True,True,True,True
911001,20000,20000,20000,5000,10.0,10.0,2.32,0.0,5,388.5,136.0,0.836,0.016,0.058,0.09,True,True,True,True
911986,20000,20000,20000,5000,10.0,10.0,3.21,0.0,5,688.5,110.0,0.7898,0.0374,0.065,0.1078,True,True,True,True
914333,20000,20000,20000,5000,10.0,10.0,2.19,0.0,4,562.0,132.0,0.842,0.0264,0.054,0.0776,True,True,True,True
914921,20000,20000,20000,5000,10.0,10.0,1.788,0.0,3,645.0,102.0,0.8836,0.0202,0.0356,0.0606,True,True,True,True
915010,20000,20000,20000,5000,10.0,10.0,1.912,0.0,3,662.0,148.0,0.8586,0.025,0.0438,0.0726,True,True,True,True
915033,20000,20000,20000,5000,10.0,10.0,2.61,0.0,4,576.0,101.0,0.8362,0.0246,0.0418,0.0974,True,True,True,True
915065,20000,20000,20000,5000,10.0,10.0,2.404,0.0,3,821.0,110.0,0.8578,0.034,0.0372,0.071,True,True,True,True
916739,20000,20000,20000,5000,10.0,10.0,2.072,0.0,4,442.0,114.0,0.8382,0.0266,0.0456,0.0896,True,True,True,True
917348,20000,20000,20000,5000,10.0,10.0,2.408,0.0,4,610.0,127.0,0.829,0.0228,0.0524,0.0958,True,True,True,True
919232,20000,20000,20000,5000,10.0,10.0,1.906,0.0,3,650.0,92.0,0.883,0.0192,0.0312,0.0666,True,True,True,True
920827,20000,20000,20000,5000,10.0,10.0,2.018,0.0,3,745.0,92.0,0.8722,0.025,0.0372,0.0656,True,True,True,True
920969,20000,20000,20000,5000,10.0,10.0,2.406,0.0,4,432.0,135.0,0.8358,0.0258,0.0538,0.0846,True,True,True,True
921728,20000,20000,20000,5000,10.0,10.0,2.276,0.0,4,394.0,126.0,0.8452,0.0244,0.0498,0.0806,True,True,True,True
922551,20000,20000,20000,5000,10.0,10.0,5.892,0.0,15,345.0,130.0,0.495,0.0338,0.194,0.2772,True,True,True,True
922658,20000,20000,20000,5000,10.0,10.0,3.374,0.0,6,556.0,120.0,0.769,0.0274,0.072,0.1316,True,True,True,True
923938,20000,20000,20000,5000,10.0,10.0,2.204,0.0,3,812.5,92.0,0.8706,0.0236,0.0352,0.0706,True,True,True,True
924315,20000,20000,20000,5000,10.0,10.0,2.066,0.0,3,751.5,90.0,0.8796,0.0216,0.031,0.0678,True,True,True,True
924959,20000,20000,20000,5000,10.0,10.0,2.868,0.0,4,650.0,123.0,0.8454,0.0126,0.05,0.092,True,True,True,True
926419,20000,20000,20000,5000,10.0,10.0,2.276,0.0,3,847.0,88.0,0.8744,0.022,0.0328,0.0708,True,True,True,True
928501,20000,20000,20000,5000,10.0,10.0,3.058,0.0,5,662.5,120.0,0.812,0.0174,0.06,0.1106,True,True,True,True
928596,20000,20000,20000,5000,10.0,10.0,2.688,0.0,4,708.0,110.0,0.8418,0.0356,0.0514,0.0712,True,True,True,True
929662,20000,20000,20000,5000,10.0,10.0,2.592,0.0,5,478.0,112.0,0.8286,0.0192,0.0516,0.1006,True,True,True,True
930882,20000,20000,20000,5000,10.0,10.0,1.896,0.0,3,665.5,94.0,0.874,0.0202,0.0324,0.0734,True,True,True,True
931371,20000,20000,20000,5000,10.0,10.0,1.674,0.0,3,573.5,104.0,0.8696,0.0378,0.0322,0.0604,True,True,True,True
931393,20000,20000,20000,5000,10.0,10.0,1.826,0.0,3,650.5,106.0,0.8858,0.0214,0.0366,0.0562,True,True,True,True
932457,20000,20000,20000,5000,10.0,10.0,2.298,0.0,4,485.0,96.0,0.8484,0.0214,0.0414,0.0888,True,True,True,True
933908,20000,20000,20000,5000,10.0,10.0,1.904,0.0,3,729.5,96.0,0.8764,0.0132,0.0338,0.0766,True,True,True,True
935074,20000,20000,20000,5000,10.0,10.0,2.268,0.0,4,543.0,145.0,0.8654,0.021,0.0576,0.056,True,True,True,True
935802,20000,20000,20000,5000,10.0,10.0,1.478,0.0,3,484.0,100.0,0.8888,0.0162,0.0364,0.0586,True,True,True,True
936021,20000,20000,20000,5000,10.0,10.0,2.11,0.0,3,784.0,132.0,0.8686,0.0212,0.0462,0.064,True,True,True,True
936628,20000,20000,20000,5000,10.0,10.0,2.136,0.0,3,779.0,92.0,0.8732,0.0236,0.0348,0.0684,True,True,True,True
937071,20000,20000,20000,5000,10.0,10.0,2.04,0.0,3,737.0,104.0,0.8716,0.0234,0.0346,0.0704,True,True,True,True
937329,20000,20000,20000,5000,10.0,10.0,1.562,0.0,3,514.0,122.0,0.8692,0.0214,0.0376,0.0718,True,True,True,True
937352,20000,20000,20000,5000,10.0,10.0,1.804,0.0,3,616.0,122.0,0.8702,0.0264,0.0412,0.0622,True,True,True,True
938165,20000,20000,20000,5000,10.0,10.0,2.276,0.0,3,863.0,118.0,0.8678,0.0202,0.0366,0.0754,True,True,True,True
939371,20000,20000,20000,5000,10.0,10.0,2.356,0.0,4,499.0,115.0,0.843,0.0284,0.0444,0.0842,True,True,True,True
939853,20000,20000,20000,5000,10.0,10.0,2.866,0.0,4,778.0,122.0,0.8208,0.0332,0.0528,0.0932,True,True,True,True
940412,20000,20000,20000,5000,10.0,10.0,3.744,0.0,8,459.0,96.0,0.7632,0.0392,0.0716,0.126,True,True,True,True
941599,20000,20000,20000,5000,10.0,10.0,2.396,0.0,4,452.0,120.0,0.838,0.026,0.0478,0.0882,True,True,True,True
944160,20000,20000,20000,5000,10.0,10.0,1.8,0.0,3,635.0,92.0,0.8788,0.0216,0.0336,0.066,True,True,True,True
944739,20000,20000,20000,5000,10.0,10.0,2.162,0.0,3,799.5,104.0,0.874,0.026,0.0362,0.0638,True,True,True,True
946273,20000,20000,20000,5000,10.0,10.0,2.19,0.0,3,809.0,118.0,0.8704,0.0232,0.0392,0.0672,True,True,True,True
948109,20000,20000,20000,5000,10.0,10.0,1.866,0.0,3,663.0,144.0,0.874,0.02,0.044,0.062,True,True,True,True
949589,20000,20000,20000,5000,10.0,10.0,2.334,0.0,3,870.0,132.0,0.861,0.0254,0.0406,0.073,True,True,True,True
949989,20000,20000,20000,5000,10.0,10.0,2.928,0.0,5,553.0,170.0,0.7806,0.0226,0.0748,0.122,True,True,True,True
950311,20000,20000,20000,5000,10.0,10.0,3.868,0.0,5,824.5,114.0,0.7904,0.0338,0.0598,0.116,True,True,True,True
951465,20000,20000,20000,5000,10.0,10.0,3.63,0.0,6,487.0,168.0,0.7204,0.0364,0.1014,0.1418,True,True,True,True
951633,20000,20000,20000,5000,10.0,10.0,3.454,0.0,6,528.0,112.0,0.7342,0.0442,0.0748,0.1468,True,True,True,True
952036,20000,20000,20000,5000,10.0,10.0,2.182,0.0,4,373.0,116.0,0.8416,0.0216,0.0458,0.091,True,True,True,True
953509,20000,20000,20000,5000,10.0,10.0,2.59,0.0,4,764.0,122.0,0.8318,0.0136,0.052,0.1026,True,True,True,True
954735,20000,20000,20000,5000,10.0,10.0,3.504,0.0,4,621.0,132.0,0.8234,0.0236,0.0548,0.0982,True,True,True,True
954891,20000,20000,20000,5000,10.0,10.0,2.856,0.0,5,562.0,102.0,0.809,0.0266,0.0652,0.0992,True,True,True,True
954933,20000,20000,20000,5000,10.0,10.0,6.968,0.0,15,493.5,126.0,0.4976,0.0218,0.1616,0.319,True,True,True,True
954965,20000,20000,20000,5000,10.0,10.0,3.246,0.0,6,407.0,132.0,0.7892,0.0194,0.0756,0.1158,True,True,True,True
956618,20000,20000,20000,5000,10.0,10.0,3.032,0.0,5,647.5,94.0,0.809,0.0326,0.053,0.1054,True,True,True,True
957816,20000,20000,20000,5000,10.0,10.0,4.122,0.0,5,887.0,92.0,0.8078,0.0324,0.056,0.1038,True,True,True,True
958132,20000,20000,20000,5000,10.0,10.0,2.118,0.0,4,438.0,80.0,0.8718,0.0236,0.0358,0.0688,True,True,True,True
959162,20000,20000,20000,5000,10.0,10.0,2.308,0.0,3,878.0,100.0,0.869,0.0266,0.036,0.0684,True,True,True,True
959754,20000,20000,20000,5000,10.0,10.0,2.88,0.0,4,615.0,123.0,0.8508,0.0136,0.0508,0.0848,True,True,True,True
960365,20000,20000,20000,5000,10.0,10.0,2.89,0.0,3,1044.5,114.0,0.8324,0.0254,0.0366,0.1056,True,True,True,True
962438,20000,20000,20000,5000,10.0,10.0,1.806,0.0,3,637.0,108.0,0.8728,0.0226,0.0364,0.0682,True,True,True,True
962668,20000,20000,20000,5000,10.0,10.0,4.536,0.0,8,557.0,138.0,0.6808,0.0226,0.1116,0.185,True,True,True,True
964638,20000,20000,20000,5000,10.0,10.0,3.148,0.0,5,532.0,124.0,0.7796,0.0416,0.0672,0.1116,True,True,True,True
965382,20000,20000,20000,5000,10.0,10.0,3.252,0.0,6,317.0,133.0,0.7976,0.0252,0.0778,0.0994,True,True,True,True
966571,20000,20000,20000,5000,10.0,10.0,2.6,0.0,4,728.0,144.0,0.8186,0.024,0.0568,0.1006,True,True,True,True
966796,20000,20000,20000,5000,10.0,10.0,2.172,0.0,3,781.5,112.0,0.8754,0.0236,0.0362,0.0648,True,True,True,True
966801,20000,20000,20000,5000,10.0,10.0,1.88,0.0,3,687.0,104.0,0.8716,0.026,0.0384,0.064,True,True,True,True
967769,20000,20000,20000,5000,10.0,10.0,1.964,0.0,3,720.0,104.0,0.8704,0.0212,0.0336,0.0748,True,True,True,True
969272,20000,20000,20000,5000,10.0,10.0,3.056,0.0,6,368.0,154.0,0.7782,0.0208,0.0824,0.1186,True,True,True,True
970087,20000,20000,20000,5000,10.0,10.0,7.132,0.0,13,502.5,130.0,0.52,0.0284,0.158,0.2936,True,True,True,True
970213,20000,20000,20000,5000,10.0,10.0,4.062,0.0,6,614.0,141.0,0.7426,0.0546,0.078,0.1248,True,True,True,True
973061,20000,20000,20000,5000,10.0,10.0,2.88,0.0,6,298.0,126.0,0.7884,0.0224,0.0736,0.1156,True,True,True,True
974495,20000,20000,20000,5000,10.0,10.0,3.236,0.0,5,675.5,92.0,0.7908,0.035,0.059,0.1152,True,True,True,True
976147,20000,20000,20000,5000,10.0,10.0,1.932,0.0,3,698.5,124.0,0.8652,0.0216,0.0378,0.0754,True,True,True,True
976359,20000,20000,20000,5000,10.0,10.0,1.996,0.0,3,695.0,110.0,0.852,0.0242,0.0358,0.088,True,True,True,True
976401,20000,20000,20000,5000,10.0,10.0,1.844,0.0,3,665.5,96.0,0.875,0.0232,0.0304,0.0714,True,True,True,True
976913,20000,20000,20000,5000,10.0,10.0,2.898,0.0,4,449.0,115.0,0.833,0.0298,0.046,0.0912,True,True,True,True
977412,20000,20000,20000,5000,10.0,10.0,4.418,0.0,9,479.0,152.0,0.672,0.018,0.1272,0.1828,True,True,True,True
978916,20000,20000,20000,5000,10.0,10.0,1.94,0.0,3,662.0,100.0,0.8714,0.0264,0.0346,0.0676,True,True,True,True
980242,20000,20000,20000,5000,10.0,10.0,2.224,0.0,3,836.0,104.0,0.8776,0.0218,0.036,0.0646,True,True,True,True
981890,20000,20000,20000,5000,10.0,10.0,3.178,0.0,5,661.5,110.0,0.8188,0.0294,0.0564,0.0954,True,True,True,True
982506,20000,20000,20000,5000,10.0,10.0,1.7,0.0,3,598.0,104.0,0.8882,0.0184,0.0332,0.0602,True,True,True,True
986604,20000,20000,20000,5000,10.0,10.0,3.832,0.0,5,801.5,112.0,0.8072,0.0384,0.0606,0.0938,True,True,True,True
988077,20000,20000,20000,5000,10.0,10.0,2.228,0.0,3,829.0,102.0,0.8804,0.0192,0.0326,0.0678,True,True,True,True
988362,20000,20000,20000,5000,10.0,10.0,3.398,0.0,5,649.0,118.0,0.7876,0.0318,0.0602,0.1204,True,True,True,True
988990,20000,20000,20000,5000,10.0,10.0,2.858,0.0,5,583.0,114.0,0.8132,0.0328,0.0578,0.0962,True,True,True,True
990201,20000,20000,20000,5000,10.0,10.0,3.3,0.0,5,697.0,114.0,0.7984,0.0306,0.0588,0.1122,True,True,True,True
990309,20000,20000,20000,5000,10.0,10.0,2.09,0.0,3,775.5,100.0,0.8702,0.0252,0.0354,0.0692,True,True,True,True
990904,20000,20000,20000,5000,10.0,10.0,2.374,0.0,4,482.0,146.0,0.825,0.0292,0.0572,0.0886,True,True,True,True
990964,20000,20000,20000,5000,10.0,10.0,2.888,0.0,5,568.5,144.0,0.7918,0.0252,0.0676,0.1154,True,True,True,True
991591,20000,20000,20000,5000,10.0,10.0,2.096,0.0,3,774.5,110.0,0.882,0.0234,0.0382,0.0564,True,True,True,True
992913,20000,20000,20000,5000,10.0,10.0,2.88,0.0,5,632.0,96.0,0.7874,0.0378,0.0588,0.116,True,True,True,True
997591,20000,20000,20000,5000,10.0,10.0,2.004,0.0,3,725.5,96.0,0.8876,0.0206,0.0306,0.0612,True,True,True,True
998419,20000,20000,20000,5000,10.0,10.0,3.216,0.0,5,673.5,96.0,0.8162,0.0298,0.0558,0.0982,True,True,True,True
999741,20000,20000,20000,5000,10.0,10.0,3.344,0.0,5,614.5,122.0,0.807,0.0194,0.0632,0.1104,True,True,True,True
